date,latitude,longitude,species_ord,wnvpresent,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,total_sunlight,HZ,DZ,FG,FU,RA,MI,SN,SQ,GR,BR,TS,VC,FG+,BC,rel_humid,tavg_change,tavg_lag5,tavg_lag14,tavg_lag28,rel_humid_lag5,rel_humid_lag14,rel_humid_lag28,avgspeed_lag5,avgspeed_lag14,avgspeed_lag28,preciptotal_lag5,preciptotal_lag14,preciptotal_lag28,weekofyear
2007-05-29,41.731922,-87.677512,2.0,0,88,62,75,11,58,65,0,10,15660,69420,0.0,29.42,30.1,5.8,17,6.95,53760,1,0,0,0,0,0,0,0,0,1,0,0,0,0,62.73352554937074,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226857,40.69280515438298,38.88559704736118,7.51,9.682142857142859,10.200000000000001,0.15,0.06928571428571428,0.05535714285714286,22
2007-05-29,41.688324,-87.676709,2.0,0,88,62,75,11,58,65,0,10,15660,69420,0.0,29.42,30.1,5.8,17,6.95,53760,1,0,0,0,0,0,0,0,0,1,0,0,0,0,62.73352554937074,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226857,40.69280515438298,38.88559704736118,7.51,9.682142857142859,10.200000000000001,0.15,0.06928571428571428,0.05535714285714286,22
2007-05-29,41.867108,-87.654224,2.0,0,88,62,75,11,58,65,0,10,15660,69420,0.0,29.42,30.1,5.8,17,6.95,53760,1,0,0,0,0,0,0,0,0,1,0,0,0,0,62.73352554937074,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226857,40.69280515438298,38.88559704736118,7.51,9.682142857142859,10.200000000000001,0.15,0.06928571428571428,0.05535714285714286,22
2007-05-29,41.891126,-87.61156,2.0,0,88,62,75,11,58,65,0,10,15660,69420,0.0,29.42,30.1,5.8,17,6.95,53760,1,0,0,0,0,0,0,0,0,1,0,0,0,0,62.73352554937074,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226857,40.69280515438298,38.88559704736118,7.51,9.682142857142859,10.200000000000001,0.15,0.06928571428571428,0.05535714285714286,22
2007-05-29,41.919343,-87.694259,2.0,0,88,62,75,11,58,65,0,10,15660,69420,0.0,29.42,30.1,5.8,17,6.95,53760,1,0,0,0,0,0,0,0,0,1,0,0,0,0,62.73352554937074,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226857,40.69280515438298,38.88559704736118,7.51,9.682142857142859,10.200000000000001,0.15,0.06928571428571428,0.05535714285714286,22
2007-05-29,41.921965,-87.632085,2.0,0,88,62,75,11,58,65,0,10,15660,69420,0.0,29.42,30.1,5.8,17,6.95,53760,1,0,0,0,0,0,0,0,0,1,0,0,0,0,62.73352554937074,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226857,40.69280515438298,38.88559704736118,7.51,9.682142857142859,10.200000000000001,0.15,0.06928571428571428,0.05535714285714286,22
2007-05-29,41.95469,-87.800991,2.0,0,88,62,75,11,58,65,0,10,15660,69420,0.0,29.42,30.1,5.8,17,6.95,53760,1,0,0,0,0,0,0,0,0,1,0,0,0,0,62.73352554937074,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226857,40.69280515438298,38.88559704736118,7.51,9.682142857142859,10.200000000000001,0.15,0.06928571428571428,0.05535714285714286,22
2007-05-29,41.974089,-87.824812,2.0,0,88,62,75,11,58,65,0,10,15660,69420,0.0,29.42,30.1,5.8,17,6.95,53760,1,0,0,0,0,0,0,0,0,1,0,0,0,0,62.73352554937074,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226857,40.69280515438298,38.88559704736118,7.51,9.682142857142859,10.200000000000001,0.15,0.06928571428571428,0.05535714285714286,22
2007-05-29,41.999129,-87.795585,2.0,0,88,62,75,11,58,65,0,10,15660,69420,0.0,29.42,30.1,5.8,17,6.95,53760,1,0,0,0,0,0,0,0,0,1,0,0,0,0,62.73352554937074,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226857,40.69280515438298,38.88559704736118,7.51,9.682142857142859,10.200000000000001,0.15,0.06928571428571428,0.05535714285714286,22
2007-05-29,42.01743,-87.687769,2.0,0,88,62,75,11,58,65,0,10,15660,69420,0.0,29.42,30.1,5.8,17,6.95,53760,1,0,0,0,0,0,0,0,0,1,0,0,0,0,62.73352554937074,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226857,40.69280515438298,38.88559704736118,7.51,9.682142857142859,10.200000000000001,0.15,0.06928571428571428,0.05535714285714286,22
2007-05-29,41.688324,-87.676709,1.0,0,88,62,75,11,58,65,0,10,15660,69420,0.0,29.42,30.1,5.8,17,6.95,53760,1,0,0,0,0,0,0,0,0,1,0,0,0,0,62.73352554937074,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226857,40.69280515438298,38.88559704736118,7.51,9.682142857142859,10.200000000000001,0.15,0.06928571428571428,0.05535714285714286,22
2007-05-29,41.720848,-87.666014,1.0,0,88,62,75,11,58,65,0,10,15660,69420,0.0,29.42,30.1,5.8,17,6.95,53760,1,0,0,0,0,0,0,0,0,1,0,0,0,0,62.73352554937074,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226857,40.69280515438298,38.88559704736118,7.51,9.682142857142859,10.200000000000001,0.15,0.06928571428571428,0.05535714285714286,22
2007-05-29,41.731922,-87.677512,1.0,0,88,62,75,11,58,65,0,10,15660,69420,0.0,29.42,30.1,5.8,17,6.95,53760,1,0,0,0,0,0,0,0,0,1,0,0,0,0,62.73352554937074,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226857,40.69280515438298,38.88559704736118,7.51,9.682142857142859,10.200000000000001,0.15,0.06928571428571428,0.05535714285714286,22
2007-05-29,41.732984,-87.649642,1.0,0,88,62,75,11,58,65,0,10,15660,69420,0.0,29.42,30.1,5.8,17,6.95,53760,1,0,0,0,0,0,0,0,0,1,0,0,0,0,62.73352554937074,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226857,40.69280515438298,38.88559704736118,7.51,9.682142857142859,10.200000000000001,0.15,0.06928571428571428,0.05535714285714286,22
2007-05-29,41.862292,-87.64886,1.0,0,88,62,75,11,58,65,0,10,15660,69420,0.0,29.42,30.1,5.8,17,6.95,53760,1,0,0,0,0,0,0,0,0,1,0,0,0,0,62.73352554937074,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226857,40.69280515438298,38.88559704736118,7.51,9.682142857142859,10.200000000000001,0.15,0.06928571428571428,0.05535714285714286,22
2007-05-29,41.867108,-87.654224,1.0,0,88,62,75,11,58,65,0,10,15660,69420,0.0,29.42,30.1,5.8,17,6.95,53760,1,0,0,0,0,0,0,0,0,1,0,0,0,0,62.73352554937074,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226857,40.69280515438298,38.88559704736118,7.51,9.682142857142859,10.200000000000001,0.15,0.06928571428571428,0.05535714285714286,22
2007-05-29,41.891118,-87.654491,1.0,0,88,62,75,11,58,65,0,10,15660,69420,0.0,29.42,30.1,5.8,17,6.95,53760,1,0,0,0,0,0,0,0,0,1,0,0,0,0,62.73352554937074,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226857,40.69280515438298,38.88559704736118,7.51,9.682142857142859,10.200000000000001,0.15,0.06928571428571428,0.05535714285714286,22
2007-05-29,41.891126,-87.61156,1.0,0,88,62,75,11,58,65,0,10,15660,69420,0.0,29.42,30.1,5.8,17,6.95,53760,1,0,0,0,0,0,0,0,0,1,0,0,0,0,62.73352554937074,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226857,40.69280515438298,38.88559704736118,7.51,9.682142857142859,10.200000000000001,0.15,0.06928571428571428,0.05535714285714286,22
2007-05-29,41.896282,-87.655232,1.0,0,88,62,75,11,58,65,0,10,15660,69420,0.0,29.42,30.1,5.8,17,6.95,53760,1,0,0,0,0,0,0,0,0,1,0,0,0,0,62.73352554937074,3.0,65.2,64.35714285714286,63.42857142857143,59.22136731226857,40.69280515438298,38.88559704736118,7.51,9.682142857142859,10.200000000000001,0.15,0.06928571428571428,0.05535714285714286,22
