Id,WnvPresent
1,0.039929948875608766
2,0.039929948875608766
3,0.039929948875608766
4,0.039929948875608766
5,0.039929948875608766
6,0.039929948875608766
7,0.039929948875608766
8,0.039929948875608766
9,0.039929948875608766
10,0.039929948875608766
11,0.039929948875608766
12,0.039929948875608766
13,0.039929948875608766
14,0.039929948875608766
15,0.039929948875608766
16,0.039929948875608766
17,0.039929948875608766
18,0.039929948875608766
19,0.039929948875608766
20,0.039929948875608766
21,0.039929948875608766
22,0.039929948875608766
23,0.039929948875608766
24,0.039929948875608766
25,0.039929948875608766
26,0.039929948875608766
27,0.039929948875608766
28,0.039929948875608766
29,0.039929948875608766
30,0.039929948875608766
31,0.039929948875608766
32,0.039929948875608766
33,0.039929948875608766
34,0.039929948875608766
35,0.039929948875608766
36,0.039929948875608766
37,0.039929948875608766
38,0.039929948875608766
39,0.039929948875608766
40,0.039929948875608766
41,0.039929948875608766
42,0.039929948875608766
43,0.039929948875608766
44,0.039929948875608766
45,0.039929948875608766
46,0.039929948875608766
47,0.039929948875608766
48,0.039929948875608766
49,0.039929948875608766
50,0.039929948875608766
51,0.039929948875608766
52,0.039929948875608766
53,0.039929948875608766
54,0.039929948875608766
55,0.039929948875608766
56,0.039929948875608766
57,0.039929948875608766
58,0.039929948875608766
59,0.039929948875608766
60,0.039929948875608766
61,0.039929948875608766
62,0.039929948875608766
63,0.039929948875608766
64,0.039929948875608766
65,0.039929948875608766
66,0.039929948875608766
67,0.039929948875608766
68,0.039929948875608766
69,0.039929948875608766
70,0.039929948875608766
71,0.039929948875608766
72,0.039929948875608766
73,0.039929948875608766
74,0.039929948875608766
75,0.039929948875608766
76,0.039929948875608766
77,0.039929948875608766
78,0.039929948875608766
79,0.039929948875608766
80,0.039929948875608766
81,0.039929948875608766
82,0.039929948875608766
83,0.039929948875608766
84,0.039929948875608766
85,0.039929948875608766
86,0.039929948875608766
87,0.039929948875608766
88,0.039929948875608766
89,0.039929948875608766
90,0.039929948875608766
91,0.039929948875608766
92,0.039929948875608766
93,0.039929948875608766
94,0.039929948875608766
95,0.039929948875608766
96,0.039929948875608766
97,0.039929948875608766
98,0.039929948875608766
99,0.039929948875608766
100,0.039929948875608766
101,0.039929948875608766
102,0.039929948875608766
103,0.039929948875608766
104,0.039929948875608766
105,0.039929948875608766
106,0.039929948875608766
107,0.039929948875608766
108,0.039929948875608766
109,0.039929948875608766
110,0.039929948875608766
111,0.039929948875608766
112,0.039929948875608766
113,0.039929948875608766
114,0.039929948875608766
115,0.039929948875608766
116,0.039929948875608766
117,0.039929948875608766
118,0.039929948875608766
119,0.039929948875608766
120,0.039929948875608766
121,0.039929948875608766
122,0.039929948875608766
123,0.039929948875608766
124,0.039929948875608766
125,0.039929948875608766
126,0.039929948875608766
127,0.039929948875608766
128,0.039929948875608766
129,0.039929948875608766
130,0.039929948875608766
131,0.039929948875608766
132,0.039929948875608766
133,0.039929948875608766
134,0.039929948875608766
135,0.039929948875608766
136,0.039929948875608766
137,0.039929948875608766
138,0.039929948875608766
139,0.039929948875608766
140,0.039929948875608766
141,0.039929948875608766
142,0.039929948875608766
143,0.039929948875608766
144,0.039929948875608766
145,0.039929948875608766
146,0.039929948875608766
147,0.039929948875608766
148,0.039929948875608766
149,0.039929948875608766
150,0.039929948875608766
151,0.039929948875608766
152,0.039929948875608766
153,0.039929948875608766
154,0.039929948875608766
155,0.039929948875608766
156,0.039929948875608766
157,0.039929948875608766
158,0.039929948875608766
159,0.039929948875608766
160,0.039929948875608766
161,0.039929948875608766
162,0.039929948875608766
163,0.039929948875608766
164,0.039929948875608766
165,0.039929948875608766
166,0.039929948875608766
167,0.039929948875608766
168,0.039929948875608766
169,0.039929948875608766
170,0.039929948875608766
171,0.039929948875608766
172,0.039929948875608766
173,0.039929948875608766
174,0.039929948875608766
175,0.039929948875608766
176,0.039929948875608766
177,0.039929948875608766
178,0.039929948875608766
179,0.039929948875608766
180,0.039929948875608766
181,0.039929948875608766
182,0.039929948875608766
183,0.039929948875608766
184,0.039929948875608766
185,0.039929948875608766
186,0.039929948875608766
187,0.039929948875608766
188,0.039929948875608766
189,0.039929948875608766
190,0.039929948875608766
191,0.039929948875608766
192,0.039929948875608766
193,0.039929948875608766
194,0.039929948875608766
195,0.039929948875608766
196,0.039929948875608766
197,0.039929948875608766
198,0.039929948875608766
199,0.039929948875608766
200,0.039929948875608766
201,0.039929948875608766
202,0.039929948875608766
203,0.039929948875608766
204,0.039929948875608766
205,0.039929948875608766
206,0.039929948875608766
207,0.039929948875608766
208,0.039929948875608766
209,0.039929948875608766
210,0.039929948875608766
211,0.039929948875608766
212,0.039929948875608766
213,0.039929948875608766
214,0.039929948875608766
215,0.039929948875608766
216,0.039929948875608766
217,0.039929948875608766
218,0.039929948875608766
219,0.039929948875608766
220,0.039929948875608766
221,0.039929948875608766
222,0.039929948875608766
223,0.039929948875608766
224,0.039929948875608766
225,0.039929948875608766
226,0.039929948875608766
227,0.039929948875608766
228,0.039929948875608766
229,0.039929948875608766
230,0.039929948875608766
231,0.039929948875608766
232,0.039929948875608766
233,0.039929948875608766
234,0.039929948875608766
235,0.039929948875608766
236,0.039929948875608766
237,0.039929948875608766
238,0.039929948875608766
239,0.039929948875608766
240,0.039929948875608766
241,0.039929948875608766
242,0.039929948875608766
243,0.039929948875608766
244,0.039929948875608766
245,0.039929948875608766
246,0.039929948875608766
247,0.039929948875608766
