index,etc2_proba
1,0.04282668991347123
2,0.04089161655072905
3,0.04282668991347123
4,0.04144532354077144
5,0.04144532354077144
6,0.04144532354077144
7,0.04144532354077144
8,0.04144532354077144
9,0.04282668991347123
10,0.04089161655072905
11,0.04282668991347123
12,0.04144532354077144
13,0.04144532354077144
14,0.04144532354077144
15,0.04144532354077144
16,0.04144532354077144
17,0.04282668991347123
18,0.04089161655072905
19,0.04282668991347123
20,0.04144532354077144
21,0.04144532354077144
22,0.04144532354077144
23,0.04144532354077144
24,0.04144532354077144
25,0.04282668991347123
26,0.04091996122193086
27,0.04282668991347123
28,0.04144532354077144
29,0.04144532354077144
30,0.04144532354077144
31,0.04144532354077144
32,0.04144532354077144
33,0.04282668991347123
34,0.04091996122193086
35,0.04282668991347123
36,0.04144532354077144
37,0.04144532354077144
38,0.04144532354077144
39,0.04144532354077144
40,0.04144532354077144
41,0.04282668991347123
42,0.04091996122193086
43,0.04282668991347123
44,0.04144532354077144
45,0.04144532354077144
46,0.04144532354077144
47,0.04144532354077144
48,0.04144532354077144
49,0.04282668991347123
50,0.04091996122193086
51,0.04282668991347123
52,0.04144532354077144
53,0.04144532354077144
54,0.04144532354077144
55,0.04144532354077144
56,0.04144532354077144
57,0.04282668991347123
58,0.04089161655072905
59,0.04282668991347123
60,0.04144532354077144
61,0.04144532354077144
62,0.04144532354077144
63,0.04144532354077144
64,0.04144532354077144
65,0.04282668991347123
66,0.04091996122193086
67,0.04282668991347123
68,0.04144532354077144
69,0.04144532354077144
70,0.04144532354077144
71,0.04144532354077144
72,0.04144532354077144
73,0.04282668991347123
74,0.04091996122193086
75,0.04282668991347123
76,0.041339519429525975
77,0.041339519429525975
78,0.041339519429525975
79,0.041339519429525975
80,0.041339519429525975
81,0.04282668991347123
82,0.04091996122193086
83,0.04282668991347123
84,0.04144532354077144
85,0.04144532354077144
86,0.04144532354077144
87,0.04144532354077144
88,0.04144532354077144
89,0.04282668991347123
90,0.04091996122193086
91,0.04282668991347123
92,0.041339519429525975
93,0.041339519429525975
94,0.041339519429525975
95,0.041339519429525975
96,0.041339519429525975
97,0.04282668991347123
98,0.04091996122193086
99,0.04282668991347123
100,0.041339519429525975
101,0.041339519429525975
102,0.041339519429525975
103,0.041339519429525975
104,0.041339519429525975
105,0.04282668991347123
106,0.04091996122193086
107,0.04282668991347123
108,0.04144532354077144
109,0.04144532354077144
110,0.04144532354077144
111,0.04144532354077144
112,0.04144532354077144
113,0.04282668991347123
114,0.04089161655072905
115,0.04282668991347123
116,0.04144532354077144
117,0.04144532354077144
118,0.04144532354077144
119,0.04144532354077144
120,0.04144532354077144
121,0.04282668991347123
122,0.04089161655072905
123,0.04282668991347123
124,0.04144532354077144
125,0.04144532354077144
126,0.04144532354077144
127,0.04144532354077144
128,0.04144532354077144
129,0.04282668991347123
130,0.04089161655072905
131,0.04282668991347123
132,0.04144532354077144
133,0.04144532354077144
134,0.04144532354077144
135,0.04144532354077144
136,0.04144532354077144
137,0.04282668991347123
138,0.04091996122193086
139,0.04282668991347123
140,0.041339519429525975
141,0.041339519429525975
142,0.041339519429525975
143,0.041339519429525975
144,0.041339519429525975
145,0.04282668991347123
146,0.04089161655072905
147,0.04282668991347123
148,0.04144532354077144
149,0.04144532354077144
150,0.04144532354077144
151,0.04144532354077144
152,0.04144532354077144
153,0.04282668991347123
154,0.04089161655072905
155,0.04282668991347123
156,0.04144532354077144
157,0.04144532354077144
158,0.04144532354077144
159,0.04144532354077144
160,0.04144532354077144
161,0.04282668991347123
162,0.04089161655072905
163,0.04282668991347123
164,0.04144532354077144
165,0.04144532354077144
166,0.04144532354077144
167,0.04144532354077144
168,0.04144532354077144
169,0.04282668991347123
170,0.04089161655072905
171,0.04282668991347123
172,0.04144532354077144
173,0.04144532354077144
174,0.04144532354077144
175,0.04144532354077144
176,0.04144532354077144
177,0.04282668991347123
178,0.04089161655072905
179,0.04282668991347123
180,0.04144532354077144
181,0.04144532354077144
182,0.04144532354077144
183,0.04144532354077144
184,0.04144532354077144
185,0.04282668991347123
186,0.04089161655072905
187,0.04282668991347123
188,0.04144532354077144
189,0.04144532354077144
190,0.04144532354077144
191,0.04144532354077144
192,0.04144532354077144
193,0.04282668991347123
194,0.04091996122193086
195,0.04282668991347123
196,0.04144532354077144
197,0.04144532354077144
198,0.04144532354077144
199,0.04144532354077144
200,0.04144532354077144
201,0.04282668991347123
202,0.04091996122193086
203,0.04282668991347123
204,0.04144532354077144
205,0.04144532354077144
206,0.04144532354077144
207,0.04144532354077144
208,0.04144532354077144
209,0.04282668991347123
210,0.04091996122193086
211,0.04282668991347123
212,0.041339519429525975
213,0.041339519429525975
214,0.041339519429525975
215,0.041339519429525975
216,0.041339519429525975
217,0.04282668991347123
218,0.04091996122193086
219,0.04282668991347123
220,0.04144532354077144
221,0.04144532354077144
222,0.04144532354077144
223,0.04144532354077144
224,0.04144532354077144
225,0.04282668991347123
226,0.04091996122193086
227,0.04282668991347123
228,0.04144532354077144
229,0.04144532354077144
230,0.04144532354077144
231,0.04144532354077144
232,0.04144532354077144
233,0.04282668991347123
234,0.04091996122193086
235,0.04282668991347123
236,0.041339519429525975
237,0.041339519429525975
238,0.041339519429525975
239,0.041339519429525975
240,0.041339519429525975
241,0.04282668991347123
242,0.04089161655072905
